document_id,brand_name,model_name,knowledge_type,file_name,page_number,title,parts_name,parts_number,page_content
doosan-parts-65,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,78,Suppression Gp - 3.0/3.3 Ton_도면,Suppression Group - 3.0/3.3 Ton (서프레션 그룹 - 3.0/3.3 톤),1-210-0,"{""text"": ""DOOSAN\n\nFigure : 1-210-0\nSuppression Gp - 3.0/3.3 Ton\nGroup No : 110959-00014\n\n\nG/N\nSerial No\n\nFig-No : 1-210-0 / Page-No :2 [SB5120]                                D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-66,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,79,Suppression Gp - 3.0/3.3 Ton_세부 부품 목록,Suppression Group - 3.0/3.3 Ton (서프레션 그룹 - 3.0/3.3 톤),1-210-0,"{""text"": """", ""table"": [{""S/C"": ""1"", ""Item No."": ""A407022"", ""Part No."": ""1"", ""Q'ty"": ""품;좌측"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""2"", ""Item No."": ""A407023"", ""Part No."": ""1"", ""Q'ty"": ""품;우측"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""3"", ""Item No."": ""A407097"", ""Part No."": ""1"", ""Q'ty"": ""배관"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""4"", ""Item No."": ""S0511863"", ""Part No."": ""3"", ""Q'ty"": ""볼트"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""5"", ""Item No."": ""D917169"", ""Part No."": ""3"", ""Q'ty"": ""와 셔"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""6"", ""Item No."": ""110414-00872"", ""Part No."": ""1"", ""Q'ty"": ""리이브라켓"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""7"", ""Item No."": ""S0508863"", ""Part No."": ""2"", ""Q'ty"": ""볼 트"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""8"", ""Item No."": ""D917092"", ""Part No."": ""2"", ""Q'ty"": ""와셔"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""9"", ""Item No."": ""D908035"", ""Part No."": ""1"", ""Q'ty"": ""너트"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""10"", ""Item No."": ""DS2011849"", ""Part No."": ""1"", ""Q'ty"": ""호스어셈블리"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""11"", ""Item No."": ""DS20131372"", ""Part No."": ""1"", ""Q'ty"": ""호스어셈블리"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""12"", ""Item No."": ""D909138"", ""Part No."": ""1"", ""Q'ty"": ""플러그"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""13"", ""Item No."": ""S8030101"", ""Part No."": ""3"", ""Q'ty"": ""오링"", ""Part Name"": """", ""Description"": """"}, {""S/C"": ""14"", ""Item No."": ""D320087"", ""Part No."": ""1"", ""Q'ty"": ""스트랩"", ""Part Name"": """", ""Description"": """"}]}"
doosan-parts-67,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,80,License Gp_도면,License Group (라이선스 그룹),1-220-0,"{""text"": ""DOOSAN\n\nFigure : 1-220-0\nLicense Gp\nGroup No : 620204-02377\n\n\n\nG/N\nSerial No\n\nFig-No : 1-220-0 / Page-No :1 [SB5120]                    D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-68,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,81,License Gp_세부 부품 목록,License Group (라이선스 그룹),1-220-0,"{""text"": """", ""table"": [{""S/C"": """", ""Item No."": ""1"", ""Part No."": ""D287616"", ""Q'ty"": ""1"", ""Part Name"": ""번호판램프어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-01"", ""Part No."": ""A214361"", ""Q'ty"": ""1"", ""Part Name"": ""전구"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""110414-01326"", ""Q'ty"": ""1"", ""Part Name"": ""브라켓어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""A214121"", ""Q'ty"": ""1"", ""Part Name"": ""하네스어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""4"", ""Part No."": ""D910221"", ""Q'ty"": ""2"", ""Part Name"": ""헥스볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""5"", ""Part No."": ""D917195"", ""Q'ty"": ""2"", ""Part Name"": ""하드와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""6"", ""Part No."": ""950205-02755"", ""Q'ty"": ""1"", ""Part Name"": ""필름"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""7"", ""Part No."": ""950205-02756"", ""Q'ty"": ""1"", ""Part Name"": ""필름"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""8"", ""Part No."": ""950205-02753"", ""Q'ty"": ""2"", ""Part Name"": ""데칼"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""9"", ""Part No."": ""950205-02754"", ""Q'ty"": ""2"", ""Part Name"": ""데칼"", ""Description"": """"}]}"
doosan-parts-69,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,196,Brake System_도면,Brake System (브레이크 시스템),4-000-0,"{""text"": ""DOOSAN\n\nFigure : 4-000-0\nBrake System\n\nG/N\nSerial No\n\nFig-No : 4-000-0 / Page-No :1 [SB5120]                                D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-70,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,197,Brake System_세부 부품 목록,Brake System (브레이크 시스템),4-000-0,"{""text"": """", ""table"": [{""S/C"": ""S"", ""Item No."": ""-"", ""Part No."": ""101101-00402"", ""Q'ty"": ""1"", ""Part Name"": ""파킹레버"", ""Description"": ""4-010-0@1""}, {""S/C"": ""S"", ""Item No."": """", ""Part No."": ""130104-00091"", ""Q'ty"": ""1"", ""Part Name"": ""주차브레이크 컨트롤 그룹"", ""Description"": ""4-010-0@2""}, {""S/C"": ""S"", ""Item No."": """", ""Part No."": ""220105-00186"", ""Q'ty"": ""1"", ""Part Name"": ""페달그룹;I인칭&브레이크"", ""Description"": ""4-020-0@1""}, {""S/C"": ""S"", ""Item No."": """", ""Part No."": ""420212-14898"", ""Q'ty"": ""1"", ""Part Name"": ""브레이크라인그룹"", ""Description"": ""4-030-0@1""}, {""S/C"": ""S"", ""Item No."": """", ""Part No."": ""130102-00020"", ""Q'ty"": ""1"", ""Part Name"": ""브레이크컨트롤그룹"", ""Description"": ""4-040-0@1""}, {""S/C"": ""S"", ""Item No."": """", ""Part No."": ""400322-00045"", ""Q'ty"": ""1"", ""Part Name"": ""마스터실린더어셈블리"", ""Description"": ""4-040-1@1""}, {""S/C"": ""S"", ""Item No."": """", ""Part No."": ""410102-00001"", ""Q'ty"": ""1"", ""Part Name"": ""브레이크밸브"", ""Description"": ""4-040-1-1@1""}]}"
doosan-parts-71,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,198,Parking Lever_도면,Parking Lever (파킹 레버),4-010-0,"{""text"": ""DOOSAN\n\nFigure : 4-010-0\nParking Lever\nGroup No : 101101-00402\n\n\nG/N\nSerial No\n\nFig-No : 4-010-0 / Page-No :1 [SB5120]                       D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-72,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,199,Parking Lever_세부 부품 목록,Parking Lever (파킹 레버),4-010-0,"{""text"": """", ""table"": [{""S/C"": """", ""Item No."": ""1"", ""Part No."": ""A581160"", ""Q'ty"": ""1"", ""Part Name"": ""레버어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""D917092"", ""Q'ty"": ""4"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""D700171"", ""Q'ty"": ""1"", ""Part Name"": ""클램프"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""4"", ""Part No."": ""S2204461"", ""Q'ty"": ""2"", ""Part Name"": ""소켓 볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""5"", ""Part No."": ""S0508863"", ""Q'ty"": ""2"", ""Part Name"": ""볼 트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""6"", ""Part No."": ""310209-11522"", ""Q'ty"": ""1"", ""Part Name"": ""케이블어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""7"", ""Part No."": ""D915035"", ""Q'ty"": ""2"", ""Part Name"": ""스크류"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""8"", ""Part No."": ""D917194"", ""Q'ty"": ""2"", ""Part Name"": ""하드와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""9"", ""Part No."": ""D915036"", ""Q'ty"": ""1"", ""Part Name"": ""스크류"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""10"", ""Part No."": ""D917072"", ""Q'ty"": ""2"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""11"", ""Part No."": ""D700116"", ""Q'ty"": ""2"", ""Part Name"": ""스위치"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""12"", ""Part No."": ""250204-04785"", ""Q'ty"": ""1"", ""Part Name"": ""플레이트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""13"", ""Part No."": ""110414-02356"", ""Q'ty"": ""1"", ""Part Name"": ""브라켓"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""14"", ""Part No."": ""D600736"", ""Q'ty"": ""2"", ""Part Name"": ""핀"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""15"", ""Part No."": ""S5735261"", ""Q'ty"": ""2"", ""Part Name"": ""핀"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""16"", ""Part No."": ""S5010513"", ""Q'ty"": ""2"", ""Part Name"": ""평 와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""17"", ""Part No."": ""A234144"", ""Q'ty"": ""1"", ""Part Name"": ""하네스어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""18"", ""Part No."": ""S0508863"", ""Q'ty"": ""2"", ""Part Name"": ""플러그&오링어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""19"", ""Part No."": ""310207-04975"", ""Q'ty"": ""1"", ""Part Name"": ""하네스어셈블리"", ""Description"": """"}]}"
doosan-parts-73,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,200,Parking Control Gp-Brake_도면,Parking Control Group-Brake (파킹 컨트롤 그룹-브레이크),4-010-0,"{""text"": ""DOOSAN\n\nFigure : 4-010-0\nParking Control Gp-Brake\nGroup No : 130104-00091\n\n\nG/N\nSerial No\n\nFig-No : 4-010-0 / Page-No :2 [SB5120]                    D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-74,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,201,Parking Control Gp-Brake_세부 부품 목록,Parking Control Group-Brake (파킹 컨트롤 그룹-브레이크),4-010-0,"{""text"": """", ""table"": [{""S/C"": """", ""Item No."": ""1"", ""Part No."": ""S2204461"", ""Q'ty"": ""1"", ""Part Name"": ""소켓 볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""D600736"", ""Q'ty"": ""1"", ""Part Name"": ""핀"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""D700173"", ""Q'ty"": ""1"", ""Part Name"": ""로크핀"", ""Description"": """"}]}"
doosan-parts-75,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,202,Pedal Gp-Inching & Brake_도면,Pedal Group-Inching & Brake (페달 그룹-인칭 & 브레이크),4-020-0,"{""text"": ""DOOSAN\n\nFigure : 4-020-0\nPedal Gp-Inching & Brake\nGroup No : 220105-00186\n\nG/N\nSerial No\n\nFig-No : 4-020-0 / Page-No :1 [SB5120]                    D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-76,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,203,Pedal Gp-Inching & Brake_세부 부품 목록,Pedal Group-Inching & Brake (페달 그룹-인칭 & 브레이크),4-020-0,"{""text"": """", ""table"": [{""S/C"": """", ""Item No."": ""1"", ""Part No."": ""220105-00187"", ""Q'ty"": ""1"", ""Part Name"": ""페달어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-01"", ""Part No."": ""220105-00188"", ""Q'ty"": ""1"", ""Part Name"": ""인칭페달어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-02"", ""Part No."": ""220105-00191"", ""Q'ty"": ""1"", ""Part Name"": ""브레이크페달어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-03"", ""Part No."": ""110956-00619"", ""Q'ty"": ""1"", ""Part Name"": ""스토퍼"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""110420-01156"", ""Q'ty"": ""1"", ""Part Name"": ""마운팅브라켓어셈블리;CONSOL"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""10"", ""Part No."": ""131002-00975"", ""Q'ty"": ""1"", ""Part Name"": ""부싱"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""11"", ""Part No."": ""S4012333"", ""Q'ty"": ""3"", ""Part Name"": ""너트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""12"", ""Part No."": ""S0505063"", ""Q'ty"": ""3"", ""Part Name"": ""볼 트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""15"", ""Part No."": ""101555-00521"", ""Q'ty"": ""2"", ""Part Name"": ""패드"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""16"", ""Part No."": ""111601-01026"", ""Q'ty"": ""1"", ""Part Name"": ""스프링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""17"", ""Part No."": ""111601-01027"", ""Q'ty"": ""1"", ""Part Name"": ""스프링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""18"", ""Part No."": ""131002-00976"", ""Q'ty"": ""3"", ""Part Name"": ""부싱"", ""Description"": """"}]}"
doosan-parts-77,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,204,Lines Gp Brake_도면,Lines Group Brake (라인스 그룹 브레이크),4-030-0,"{""text"": ""DOOSAN\n\nFigure : 4-030-0\nLines Gp Brake\nGroup No : 420212-14898\n\nG/N\nSerial No\n\nFig-No : 4-030-0 / Page-No :1 [SB5120]                                D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-78,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,205,Lines Gp Brake_세부 부품 목록,Lines Group Brake (라인스 그룹 브레이크),4-030-0,"{""text"": """", ""table"": [{""S/C"": """", ""Item No."": ""1"", ""Part No."": ""420406-01837"", ""Q'ty"": ""1"", ""Part Name"": ""튜브어셈블리;좌측"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""420406-01838"", ""Q'ty"": ""1"", ""Part Name"": ""튜브어셈블리;우측"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""420406-01839"", ""Q'ty"": ""1"", ""Part Name"": ""튜브어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""4"", ""Part No."": ""S8450006"", ""Q'ty"": ""1"", ""Part Name"": ""클램프"", ""Description"": """"}]}"
doosan-parts-79,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,206,Control Gp Inching & Brake_도면,Control Group Inching & Brake (컨트롤 그룹 인칭 & 브레이크),4-040-0,"{""text"": ""DOOSAN\n\nFigure : 4-040-0\nControl Gp Inching & Brake\nGroup No : 130102-00020\n\nG/N\nSerial No\n\nFig-No : 4-040-0 / Page-No :1 [SB5120]                                D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-80,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,207,Control Gp Inching & Brake_세부 부품 목록,Control Group Inching & Brake (컨트롤 그룹 인칭 & 브레이크),4-040-0,"{""text"": """", ""table"": [{""S/C"": ""S"", ""Item No."": ""1"", ""Part No."": ""400322-00045"", ""Q'ty"": ""1"", ""Part Name"": ""마스터실린더아셈블리"", ""Description"": ""4-040-1@1""}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""S5010313"", ""Q'ty"": ""1"", ""Part Name"": ""와 셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""S5735141"", ""Q'ty"": ""1"", ""Part Name"": ""분할 핀"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""4"", ""Part No."": ""S5760121"", ""Q'ty"": ""1"", ""Part Name"": ""핀"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""5"", ""Part No."": ""S0511963"", ""Q'ty"": ""2"", ""Part Name"": ""볼 트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""6"", ""Part No."": ""D917093"", ""Q'ty"": ""3"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""7"", ""Part No."": ""S0512063"", ""Q'ty"": ""1"", ""Part Name"": ""볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""8"", ""Part No."": ""S8450006"", ""Q'ty"": ""1"", ""Part Name"": ""클램프"", ""Description"": """"}]}"
doosan-parts-81,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,208,Master Cylinder Sub As_도면,Master Cylinder Sub Assembly (마스터 실린더 서브 어셈블리),4-040-1,"{""text"": ""DOOSAN\n\nFigure : 4-040-1\nMaster Cylinder Sub As\nGroup No : 400322-00045\n\n\n\nG/N\nSerial No\n\nFig-No : 4-040-1 / Page-No :1 [SB5120]                    D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-82,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,209,Master Cylinder Sub As_세부 부품 목록,Master Cylinder Sub Assembly (마스터 실린더 서브 어셈블리),4-040-1,"{""text"": """", ""table"": [{""S/C"": ""S"", ""Item No."": ""1"", ""Part No."": ""410102-00001"", ""Q'ty"": ""1"", ""Part Name"": ""브레이크밸브"", ""Description"": ""4-040-1-1@1""}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""110414-02310"", ""Q'ty"": ""1"", ""Part Name"": ""브라켓어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""A401569"", ""Q'ty"": ""1"", ""Part Name"": ""밸크랭크어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""4"", ""Part No."": ""111501-00051"", ""Q'ty"": ""1"", ""Part Name"": ""요크"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""5"", ""Part No."": ""S4012633"", ""Q'ty"": ""1"", ""Part Name"": ""너 트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""6"", ""Part No."": ""S6710021"", ""Q'ty"": ""1"", ""Part Name"": ""그리스니플"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""7"", ""Part No."": ""D917025"", ""Q'ty"": ""2"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""8"", ""Part No."": ""S5760301"", ""Q'ty"": ""1"", ""Part Name"": ""핀"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""9"", ""Part No."": ""S0559163"", ""Q'ty"": ""2"", ""Part Name"": ""볼 트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""10"", ""Part No."": ""D917093"", ""Q'ty"": ""2"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""11"", ""Part No."": ""S5020613"", ""Q'ty"": ""1"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""12"", ""Part No."": ""S5735591"", ""Q'ty"": ""1"", ""Part Name"": ""분할 핀"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""13"", ""Part No."": ""S180438H"", ""Q'ty"": ""1"", ""Part Name"": ""스냅 핀"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""14"", ""Part No."": ""D701087"", ""Q'ty"": ""1"", ""Part Name"": ""엘보우"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""15"", ""Part No."": ""D902128"", ""Q'ty"": ""1"", ""Part Name"": ""엘보우"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""16"", ""Part No."": ""D580391"", ""Q'ty"": ""2"", ""Part Name"": ""엘보우"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""17"", ""Part No."": ""S8030061"", ""Q'ty"": ""2"", ""Part Name"": ""오링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""18"", ""Part No."": ""S8040061"", ""Q'ty"": ""4"", ""Part Name"": ""오링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""19"", ""Part No."": ""A401938"", ""Q'ty"": ""1"", ""Part Name"": ""요크"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""20"", ""Part No."": ""S5735491"", ""Q'ty"": ""1"", ""Part Name"": ""분할 핀"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""21"", ""Part No."": ""D701088"", ""Q'ty"": ""1"", ""Part Name"": ""핀"", ""Description"": """"}]}"
doosan-parts-83,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,210,Master Cylinder As_도면,Master Cylinder Assembly (마스터 실린더 어셈블리),4-040-1-1,"{""text"": ""DOOSAN\n\nFigure : 4-040-1-1\nMaster Cylinder As\nGroup No : 410102-00001\n\n\nG/N\nSerial No\nFig-No : 4-040-1-1 / Page-No :1 [SB5120]                    D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-84,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,211,Master Cylinder As_세부 부품 목록,Master Cylinder Assembly (마스터 실린더 어셈블리),4-040-1-1,"{""text"": """", ""table"": [{""S/C"": """", ""Item No."": ""1"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""하우징-프론트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""하우징-리어"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""실린더로드어셈블리"", ""Description"": """"}, {""S/C"": ""J"", ""Item No."": ""4"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""벨로우"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""5"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""피스톤"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""6"", ""Part No."": ""-"", ""Q'ty"": ""2"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""7"", ""Part No."": ""-"", ""Q'ty"": ""2"", ""Part Name"": ""피스톤 볼"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""8"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""피스톤 링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""9"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""피스톤 서보"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""10"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""피스톤 서보"", ""Description"": """"}, {""S/C"": ""J"", ""Item No."": ""11"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""씨일 - U 컵"", ""Description"": """"}, {""S/C"": ""J"", ""Item No."": ""12"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""씨일 - U 컵"", ""Description"": """"}, {""S/C"": ""J"", ""Item No."": ""13"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""씨일 - U 컵"", ""Description"": """"}, {""S/C"": ""J"", ""Item No."": ""14"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""씨일 - U 컵"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""15"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""피스톤 릴리프"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""16"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""쉼"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""17"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""릴리프 스프링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""18"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""플러그"", ""Description"": """"}, {""S/C"": ""J"", ""Item No."": ""19"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""오링"", ""Description"": """"}, {""S/C"": ""J"", ""Item No."": ""20"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""오링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""21"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""볼"", ""Description"": """"}, {""S/C"": ""J"", ""Item No."": ""22"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""오링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""23"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""스프링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""24"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""케이스"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""25"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""공기 통풍구"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""26"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""플러그"", ""Description"": """"}, {""S/C"": ""J"", ""Item No."": ""27"", ""Part No."": ""-"", ""Q'ty"": ""1"", ""Part Name"": ""오링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""28"", ""Part No."": ""-"", ""Q'ty"": ""2"", ""Part Name"": ""볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""-"", ""Part No."": ""401107-00006"", ""Q'ty"": ""1"", ""Part Name"": ""씨일키트"", ""Description"": ""(J 기호품목 부품의 조합)""}]}"
doosan-parts-85,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,212,Power Train_도면,Power Train (파워 트레인),5-000-0,"{""text"": ""DOOSAN\n\nFigure : 5-000-0\nPower Train\n\nG/N\nSerial No\n\nFig-No : 5-000-0 / Page-No :1 [SB5120]                                D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
